HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 64,county_fips
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510270803,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2708.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510271002,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2710.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510270805,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2708.05,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510270903,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2709.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510270901,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2709.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510090700,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,907,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Central Baltimore,6247892865,HPSA Population,Dental Health,14,MD,Withdrawn,01/05/2011,06/25/2019,Unknown,24510090800,Not applicable,06/25/2019,0.0900,27496.0,20.7,305511:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,908,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,360,27136,0,M,,4000:1,,6.7800,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Cordova Service Area,6247889358,High Needs Geographic HPSA,Dental Health,10,MD,Withdrawn,05/25/2012,06/25/2019,Unknown,24041960100,Not applicable,06/25/2019,0.0000,13484.0,8.7,,Geographic Population,Rural,,,,N,"Talbot County, MD",,Region 3,MD,24041,24,Maryland,Talbot,041,6,,,9601,,MD,CT,Census Tract,Geographic Population,0,13484,0,TRC,,4000:1,,3.3700,W,Hpsa Geo HN,2019/06/25,24,Maryland,Not Applicable,R,MD,24041,24,Maryland,N,N,06/15/2026,2026/06/15,,24041
Cordova Service Area,6247889358,High Needs Geographic HPSA,Dental Health,10,MD,Withdrawn,05/25/2012,06/25/2019,Unknown,24041960502,Not applicable,06/25/2019,0.0000,13484.0,8.7,,Geographic Population,Rural,,,,N,"Talbot County, MD",,Region 3,MD,24041,24,Maryland,Talbot,041,6,,,9605.02,,MD,CT,Census Tract,Geographic Population,0,13484,0,TRC,,4000:1,,3.3700,W,Hpsa Geo HN,2019/06/25,24,Maryland,Not Applicable,R,MD,24041,24,Maryland,N,N,06/15/2026,2026/06/15,,24041
Cordova Service Area,6247889358,High Needs Geographic HPSA,Dental Health,10,MD,Withdrawn,05/25/2012,06/25/2019,Unknown,24041960501,Not applicable,06/25/2019,0.0000,13484.0,8.7,,Geographic Population,Rural,,,,N,"Talbot County, MD",,Region 3,MD,24041,24,Maryland,Talbot,041,6,,,9605.01,,MD,CT,Census Tract,Geographic Population,0,13484,0,TRC,,4000:1,,3.3700,W,Hpsa Geo HN,2019/06/25,24,Maryland,Not Applicable,R,MD,24041,24,Maryland,N,N,06/15/2026,2026/06/15,,24041
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270402,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2704.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270701,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2707.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270600,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2706,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260101,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2601.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510151000,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1510,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510151200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1512,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510271801,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2718.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510140300,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1403,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510151100,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1511,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510200500,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2005,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510150200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1502,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510170300,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1703,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510170200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1702,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510180300,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1803,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510200702,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2007.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510170100,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1701,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510200600,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2006,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510140200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1402,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510200701,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2007.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510150100,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1501,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510250103,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2501.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510250101,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2501.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510210200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2102,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510210100,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2101,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510271802,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2718.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510200800,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2008,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510271900,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2719,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510272006,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2720.06,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510272007,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2720.07,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510280403,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2804.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510280404,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2804.04,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510180100,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1801,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510180200,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1802,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510280401,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2804.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Central Baltimore City,6245283751,HPSA Population,Dental Health,17,MD,Withdrawn,12/28/2018,01/02/2024,Unknown,24510150800,Not applicable,01/02/2024,5.1300,89292.0,28.2,17406:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1508,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,20520,68772,0,M,,4000:1,,17.1900,W,Hpsa Pop,2024/01/02,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
